Risk,Return
0.469041575982343,0.3616609904089247
0.47958315233127197,0.41968512939241864
0.4898979485566356,0.46682153441924834
0.5,0.5309005422677127
0.5099019513592785,0.5974070349067122
0.5196152422706632,0.6582617051751205
0.5291502622129182,0.7172160372553531
0.5385164807134504,0.7767758441896714
0.5477225575051661,0.8326180980165727
0.5567764362830022,0.8848713250876503
0.565685424949238,0.9299476214349137
0.5744562646538028,0.9668650414441279
0.5830951894845301,0.9969618216906532
0.5916079783099616,1.0184618601441489
0.6,1.036354657435763
0.6082762530298219,1.0515011347594676
0.6164414002968976,1.064848934241314
0.6244997998398398,1.077231540084664
0.6324555320336759,1.0887739059583592
0.6403124237432849,1.0990228336069747
0.648074069840786,1.1084103317383396
0.6557438524302001,1.1171861834871564
0.6633249580710799,1.1252670506113633
0.6708203932499369,1.1327673977777906
0.6782329983125268,1.139498809527057
0.6855654600401044,1.145729531871614
0.6928203230275509,1.151496415015698
0.7,1.1568108817603266
0.7071067811865476,1.161817994847559
0.714142842854285,1.1666386226967018
0.7211102550927979,1.1711856227708473
0.7280109889280518,1.1754360623935047
0.7348469228349535,1.1794265664255357
0.7416198487095663,1.1832511145924187
0.7483314773547883,1.1868610282819094
0.7549834435270749,1.1902696436602511
0.7615773105863908,1.193507743232379
0.7681145747868608,1.1973595801574268
0.7745966692414834,1.2010517682867508
0.7810249675906654,1.2045499190392228
0.7874007874011811,1.2078778789568212
0.7937253933193772,1.2112460036719208
0.8,1.2144457361871748
0.806225774829855,1.2175035550499567
0.812403840463596,1.2205318386672646
0.8185352771872451,1.2236064767861283
0.8246211251235321,1.2265538346807145
0.8306623862918074,1.2293365885263032
0.8366600265340756,1.2319513371495616
0.8426149773176358,1.2344142871503074
0.848528137423857,1.2367704626123914
0.8544003745317531,1.2390443363292867
0.8602325267042626,1.2412643964935188
0.8660254037844386,1.243430811964827
0.8717797887081347,1.2456365325791583
0.8774964387392122,1.247891084831187
0.8831760866327847,1.2500256137531272
0.8888194417315589,1.2520281240001978
0.8944271909999159,1.2539687300963085
0.9,1.2558464205070714
0.9055385138137416,1.2576519994398223
0.9110433579144299,1.2595427919039666
0.916515138991168,1.2615176113338007
0.9219544457292888,1.2634382114262392
0.9273618495495703,1.2652690444759838
0.9327379053088815,1.2670645012452693
0.938083151964686,1.2688245021265978
0.9433981132056604,1.2705505719501418
0.9486832980505138,1.2724640698851428
0.9539392014169457,1.2744808761243092
0.9591663046625439,1.276452449637788
0.9643650760992956,1.2783259777905795
0.9695359714832658,1.2802387166746365
0.9746794344808963,1.2821434639314662
0.9797958971132712,1.284007062590278
0.9848857801796105,1.2858268294539668
0.9899494936611666,1.2875681262017584
0.99498743710662,1.289241515382456
